run,commodities,paths,obj_exact,mip_GAP,status,time_exact,case_num
29.0,1.0,450.0,5625.888999999999,0.0,2.0,86.42462491989136,5.0
0.0,1.0,720.0,18489.874000000014,0.0,2.0,416.4310712814331,6.0
1.0,1.0,720.0,12938.578000000016,0.0,2.0,439.70553851127625,6.0
2.0,1.0,720.0,4537.356000000004,0.0,2.0,856.695415019989,6.0
3.0,1.0,720.0,11882.847000000002,0.0,2.0,519.5557389259338,6.0
4.0,1.0,720.0,19585.537999999982,0.0,2.0,399.0651857852936,6.0
5.0,1.0,720.0,10447.928999999996,0.0,2.0,437.0305676460266,6.0
6.0,1.0,720.0,10095.889000000016,0.0,2.0,489.3521113395691,6.0
7.0,1.0,720.0,8945.201000000005,0.0,2.0,457.5409233570099,6.0
8.0,1.0,720.0,20838.532999999992,0.0,2.0,436.42418670654297,6.0
9.0,1.0,720.0,11559.280000000002,0.0,2.0,424.90132904052734,6.0
10.0,1.0,720.0,7717.655,0.0,2.0,368.18199706077576,6.0
11.0,1.0,720.0,17895.902,0.0,2.0,455.7338674068451,6.0
12.0,1.0,720.0,5405.407999999999,0.0,2.0,391.60794830322266,6.0
13.0,1.0,720.0,16845.747999999992,0.0,2.0,503.3975558280945,6.0
14.0,1.0,720.0,16505.294,0.0,2.0,451.9290053844452,6.0
15.0,1.0,720.0,20409.445000000007,0.0,2.0,360.14894795417786,6.0
16.0,1.0,720.0,22421.665000000005,0.0,2.0,393.5890419483185,6.0
17.0,1.0,720.0,22435.28099999998,0.0,2.0,401.940966129303,6.0
18.0,1.0,720.0,12948.738000000005,0.0,2.0,733.438702583313,6.0
19.0,1.0,720.0,12870.52,0.0,2.0,451.1189398765564,6.0
20.0,1.0,720.0,7502.615000000019,0.0,2.0,376.2363691329956,6.0
21.0,1.0,720.0,22116.723999999987,0.0,2.0,401.2640728950501,6.0
22.0,1.0,720.0,18084.393825149244,5.0218705671284495e-05,2.0,469.685343503952,6.0
23.0,1.0,720.0,4057.375000000005,0.0,2.0,362.0651566982269,6.0
24.0,1.0,720.0,21311.141999999996,0.0,2.0,406.1679284572601,6.0
25.0,1.0,720.0,21361.794999999995,0.0,2.0,406.8716943264008,6.0
26.0,1.0,720.0,18900.388000000006,0.0,2.0,442.783994436264,6.0
27.0,1.0,720.0,18589.94099999998,0.0,2.0,380.793586730957,6.0
28.0,1.0,720.0,13314.646000000015,0.0,2.0,441.315244436264,6.0
29.0,1.0,720.0,17361.04567199629,9.7722898619657e-05,2.0,547.3753662109375,6.0
0.0,1.0,900.0,24793.288000000008,2.026206913630972e-05,2.0,856.9335222244263,7.0
1.0,1.0,900.0,11302.520000000011,0.0,2.0,990.0862863063812,7.0
2.0,1.0,900.0,16497.349000000035,0.0,2.0,892.7376527786255,7.0
3.0,1.0,900.0,22473.257276004428,9.525650729334832e-05,2.0,1050.507670879364,7.0
4.0,1.0,900.0,18877.36500000005,0.0,2.0,866.8720126152039,7.0
5.0,1.0,900.0,4756.754000000002,0.0,2.0,633.19393658638,7.0
